,aircraft.damage,make,model,number.of.engines,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,total.passengers
3852,Substantial,cessna,C150,1,0,0,1,0,1
3853,Substantial,cessna,C150,1,0,0,0,2,2
3854,Destroyed,cessna,C172,1,1,0,0,3,4
3855,Substantial,cessna,C172,1,0,0,4,0,4
3856,Destroyed,cessna,C172,1,1,0,0,0,1
3857,Substantial,cessna,C150,1,0,0,0,1,1
3858,Destroyed,cessna,C172,1,0,1,0,0,1
3859,Substantial,cessna,C172,1,0,1,2,1,4
3860,Substantial,cessna,C172,1,0,0,0,1,1
3861,Substantial,cessna,C152,1,0,0,0,2,2
3862,Substantial,cessna,C172,1,0,0,0,3,3
3863,Substantial,cessna,C172,1,0,0,0,3,3
3864,Destroyed,cessna,C150,1,1,0,0,0,1
3865,Substantial,cessna,C150,1,0,0,0,1,1
3866,Substantial,cessna,C150,1,0,0,0,2,2
3867,Substantial,cessna,C150,1,0,0,0,2,2
3868,Substantial,cessna,C172,1,0,3,1,0,4
3869,Destroyed,cessna,C152,1,0,1,1,0,2
3870,Destroyed,cessna,C150,1,2,0,0,0,2
3871,Substantial,cessna,C172,1,0,0,0,2,2
3872,Destroyed,cessna,C210,1,6,0,0,0,6
3873,Substantial,cessna,C150,1,0,0,2,0,2
3874,Destroyed,cessna,C150,1,2,0,0,0,2
3875,Substantial,cessna,C180,1,0,3,0,0,3
3876,Substantial,cessna,C150,1,0,0,0,1,1
3877,Substantial,cessna,C152,1,0,0,2,0,2
3878,Substantial,cessna,C180,1,0,3,0,0,3
3879,Substantial,cessna,C182,1,0,0,0,2,2
3880,Destroyed,cessna,C172,1,0,0,0,1,1
3881,Substantial,cessna,C182,1,0,0,4,0,4
3882,Substantial,cessna,C210,1,0,0,0,3,3
3883,Destroyed,cessna,C152,1,1,0,0,0,1
3884,Destroyed,cessna,C210,1,1,0,0,0,1
3885,Substantial,cessna,C210,1,1,0,0,0,1
3886,Destroyed,cessna,C210,1,1,1,0,0,2
3887,Destroyed,cessna,C182,1,1,0,0,0,1
3888,Destroyed,cessna,C150,1,2,0,0,0,2
3889,Substantial,cessna,C152,1,0,0,0,1,1
3890,Substantial,cessna,C172,1,0,0,1,1,2
3891,Substantial,cessna,C152,1,0,0,1,0,1
3892,Substantial,cessna,C182,1,0,0,0,3,3
3893,Destroyed,cessna,C172,1,0,0,1,0,1
3894,Substantial,cessna,C172,1,0,0,0,2,2
3895,Destroyed,cessna,C210,1,1,0,0,0,1
3896,Substantial,cessna,C150,1,0,0,0,1,1
3897,Substantial,cessna,C182,1,0,0,0,1,1
3898,Substantial,cessna,C150,1,0,0,0,1,1
3899,Substantial,cessna,C152,1,0,0,1,0,1
3900,Substantial,cessna,C150,1,0,0,2,0,2
3901,Substantial,cessna,C150,1,0,0,0,2,2
3902,Destroyed,cessna,C152,1,0,0,2,0,2
3903,Substantial,cessna,C172,1,0,0,0,1,1
3904,Substantial,cessna,C172,1,0,0,0,2,2
3905,Substantial,cessna,C152,1,0,0,2,0,2
3906,Substantial,cessna,C152,1,0,0,0,1,1
3907,Substantial,cessna,C152,1,0,0,0,1,1
3908,Substantial,cessna,C172,1,0,0,0,1,1
3909,Substantial,cessna,C152,1,0,0,0,1,1
3910,Substantial,cessna,C152,1,0,0,0,2,2
3911,Substantial,cessna,C152,1,0,0,0,1,1
3912,Substantial,cessna,C152,1,0,0,0,1,1
3913,Destroyed,cessna,C150,1,0,1,0,0,1
3914,Destroyed,cessna,C150,1,0,1,0,0,1
3915,Substantial,cessna,C152,1,0,0,1,0,1
3916,Substantial,cessna,C150,1,0,0,0,1,1
3917,Substantial,cessna,C172,1,0,0,0,1,1
3918,Substantial,cessna,C180,1,0,0,1,0,1
3919,Substantial,cessna,C152,1,0,0,0,1,1
3920,Substantial,cessna,C152,1,0,0,0,2,2
3921,Substantial,cessna,C152,1,0,0,0,2,2
3922,Substantial,cessna,C152,1,0,0,0,1,1
3923,Substantial,cessna,C150,1,0,0,0,1,1
3924,Substantial,cessna,C172,1,0,0,0,2,2
3925,Destroyed,cessna,C210,1,4,0,0,0,4
3926,Substantial,cessna,C152,1,0,0,0,1,1
3927,Substantial,cessna,C182,1,0,0,2,0,2
3928,Substantial,cessna,C210,1,0,0,0,2,2
3929,Destroyed,cessna,C150,1,2,0,0,0,2
3930,Substantial,cessna,C152,1,0,0,0,1,1
3931,Destroyed,cessna,C172,1,2,0,0,0,2
3932,Minor,cessna,C150,1,0,1,0,1,2
3933,Substantial,cessna,C150,1,1,0,0,0,1
3934,Destroyed,cessna,C150,1,2,0,0,0,2
3935,Substantial,cessna,C172,1,0,0,0,4,4
3936,Substantial,cessna,C172,1,0,0,0,2,2
3937,Substantial,cessna,C172,1,0,0,0,4,4
3938,Substantial,cessna,C182,1,0,0,0,2,2
3939,Substantial,cessna,C152,1,0,0,0,2,2
3940,Substantial,cessna,C152,1,0,0,0,1,1
3941,Substantial,cessna,C172,1,0,0,0,1,1
3942,Substantial,cessna,C172,1,1,0,0,1,2
3943,Substantial,cessna,C152,1,0,0,0,1,1
3944,Substantial,cessna,C210,1,0,0,0,2,2
3945,Substantial,cessna,C172,1,0,0,0,2,2
3946,Substantial,cessna,C182,1,0,0,0,3,3
3947,Substantial,cessna,C172,1,0,0,0,1,1
3948,Substantial,cessna,C172,1,0,0,0,2,2
3949,Substantial,cessna,C182,1,0,0,2,1,3
3950,Substantial,cessna,C172,1,0,0,1,1,2
3951,Substantial,cessna,C172,1,0,0,0,1,1
3952,Substantial,cessna,C152,1,0,0,0,1,1
3953,Destroyed,cessna,C150,1,1,0,0,0,1
3954,Substantial,cessna,C172,1,0,0,0,1,1
3955,Substantial,cessna,C172,1,0,0,0,2,2
3956,Substantial,cessna,C150,1,0,0,0,1,1
3957,Substantial,cessna,C152,1,0,0,1,1,2
3958,Substantial,cessna,C210,1,0,0,0,1,1
3959,Substantial,cessna,C172,1,0,0,0,1,1
3960,Substantial,cessna,C150,1,0,0,0,1,1
3961,Substantial,cessna,C182,1,0,0,0,2,2
3962,Substantial,cessna,C152,1,0,0,0,2,2
3963,Substantial,cessna,C210,1,0,1,0,1,2
3964,Substantial,cessna,C150,1,0,0,0,1,1
3965,Substantial,cessna,C152,1,0,0,0,2,2
3966,Substantial,cessna,C172,1,0,0,0,2,2
3967,Substantial,cessna,C152,1,0,0,0,1,1
3968,Substantial,cessna,C152,1,0,0,0,1,1
3969,Destroyed,cessna,C172,1,4,0,0,0,4
3970,Substantial,cessna,C150,1,0,0,0,2,2
3971,Substantial,cessna,C152,1,0,0,0,1,1
3972,Substantial,cessna,C182,1,0,0,0,2,2
3973,Substantial,cessna,C152,1,0,0,1,1,2
3974,Substantial,cessna,C172,1,0,1,1,0,2
3975,Substantial,cessna,C172,1,0,0,0,2,2
3976,Destroyed,cessna,C152,1,0,1,0,0,1
3977,Destroyed,cessna,C180,1,1,0,0,0,1
3978,Substantial,cessna,C180,1,0,0,3,0,3
3979,Substantial,cessna,C172,1,0,0,1,0,1
3980,Substantial,cessna,C172,1,0,0,0,1,1
3981,Substantial,cessna,C150,1,0,0,0,1,1
3982,Substantial,cessna,C152,1,0,0,0,1,1
3983,Substantial,cessna,C172,1,0,1,0,1,2
3984,Substantial,cessna,C152,1,0,0,0,1,1
3985,Destroyed,cessna,C182,1,2,0,0,0,2
3986,Destroyed,cessna,C182,1,2,0,0,0,2
3987,Substantial,cessna,C172,1,0,0,0,2,2
3988,Substantial,cessna,C182,1,0,0,0,1,1
3989,Substantial,cessna,C210,1,0,1,1,1,3
3990,Substantial,cessna,C172,1,1,0,0,0,1
3991,Substantial,cessna,C152,1,0,0,0,1,1
3992,Substantial,cessna,C172,1,0,0,0,1,1
3993,Substantial,cessna,C182,1,0,0,0,2,2
3994,Destroyed,cessna,C152,1,2,0,0,0,2
3995,Destroyed,cessna,C172,1,0,1,4,0,5
3996,Substantial,cessna,C152,1,0,0,0,1,1
3997,Substantial,cessna,C172,1,0,0,0,1,1
3998,Substantial,cessna,C182,1,0,0,0,4,4
3999,Substantial,cessna,C180,1,0,0,0,3,3
4000,Substantial,cessna,C172,1,0,0,1,1,2
4001,Substantial,cessna,C150,1,0,1,0,0,1
4002,Substantial,cessna,C172,1,0,0,0,1,1
4003,Destroyed,cessna,C210,1,1,0,0,0,1
4004,Substantial,cessna,C172,1,0,0,0,1,1
4005,Destroyed,cessna,C182,1,0,0,1,0,1
4006,Substantial,cessna,C152,1,0,0,0,1,1
4007,Substantial,cessna,C150,1,0,0,0,2,2
4008,Destroyed,cessna,C182,1,0,0,1,1,2
4009,Destroyed,cessna,C182,1,1,0,0,0,1
4010,Substantial,cessna,C172,1,0,0,0,3,3
4011,Substantial,cessna,C150,1,0,2,0,0,2
4012,Substantial,cessna,C172,1,0,0,0,2,2
4013,Substantial,cessna,C152,1,0,0,0,1,1
4014,Substantial,cessna,C150,1,0,0,0,2,2
4015,Destroyed,cessna,C150,1,1,0,0,0,1
4016,Substantial,cessna,C182,1,0,0,0,2,2
4017,Substantial,cessna,C152,1,0,0,0,2,2
4018,Substantial,cessna,C180,1,0,0,0,1,1
4019,Substantial,cessna,C150,1,0,0,0,2,2
4020,Substantial,cessna,C172,1,0,0,0,2,2
4021,Substantial,cessna,C152,1,0,0,0,1,1
4022,Destroyed,cessna,C210,1,0,0,0,3,3
4023,Destroyed,cessna,C182,1,2,0,0,0,2
4024,Substantial,cessna,C152,1,0,0,0,1,1
4025,Substantial,cessna,C172,1,0,0,0,3,3
4026,Substantial,cessna,C182,1,0,0,0,1,1
4027,Substantial,cessna,C150,1,0,0,0,1,1
4028,Substantial,cessna,C210,1,0,0,0,1,1
4029,Substantial,cessna,C182,1,0,0,0,2,2
4030,Substantial,cessna,C172,1,0,0,0,3,3
4031,Substantial,cessna,C172,1,0,0,1,0,1
4032,Substantial,cessna,C152,1,0,0,0,1,1
4033,Substantial,cessna,C210,1,0,0,2,0,2
4034,Substantial,cessna,C152,1,0,0,0,1,1
4035,Substantial,cessna,C172,1,0,0,0,2,2
4036,Minor,cessna,C172,1,0,0,0,2,2
4037,Substantial,cessna,C172,1,0,0,0,1,1
4038,Substantial,cessna,C152,1,0,0,0,1,1
4039,Substantial,cessna,C150,1,0,0,0,1,1
4040,Substantial,cessna,C172,1,0,0,0,2,2
4041,Substantial,cessna,C150,1,0,0,1,0,1
4042,Substantial,cessna,C150,1,0,0,1,0,1
4043,Substantial,cessna,C172,1,1,0,0,0,1
4044,Substantial,cessna,C172,1,0,0,2,0,2
4045,Substantial,cessna,C152,1,0,0,1,0,1
4046,Destroyed,cessna,C172,1,3,1,0,0,4
4047,Substantial,cessna,C152,1,0,0,0,1,1
4048,Substantial,cessna,C172,1,0,0,1,2,3
4049,Substantial,cessna,C150,1,0,0,0,2,2
4050,Substantial,cessna,C152,1,0,0,0,1,1
4051,Substantial,cessna,C172,1,0,1,0,0,1
4052,Substantial,cessna,C180,1,0,0,0,2,2
4053,Substantial,cessna,C182,1,0,0,0,4,4
4054,Destroyed,cessna,C172,1,0,0,0,2,2
4055,Destroyed,cessna,C182,1,2,0,0,0,2
4056,Destroyed,cessna,C150,1,0,0,0,1,1
4057,Substantial,cessna,C172,1,0,0,0,2,2
4058,Substantial,cessna,C152,1,0,0,1,0,1
4059,Substantial,cessna,C152,1,0,0,0,2,2
4060,Substantial,cessna,C152,1,0,0,0,1,1
4061,Substantial,cessna,C172,1,0,0,0,3,3
4062,Substantial,cessna,C150,1,0,0,0,1,1
4063,Substantial,cessna,C172,1,0,0,0,1,1
4064,Substantial,cessna,C150,1,0,0,0,1,1
4065,Destroyed,cessna,C172,1,4,0,0,0,4
4066,Destroyed,cessna,C172,1,4,0,0,0,4
4067,Substantial,cessna,C172,1,0,0,1,1,2
4068,Substantial,cessna,C150,1,0,0,0,1,1
4069,Destroyed,cessna,C150,1,1,0,0,0,1
4070,Destroyed,cessna,C172,1,0,0,0,1,1
4071,Substantial,cessna,C152,1,0,0,1,0,1
4072,Substantial,cessna,C150,1,0,0,1,0,1
4073,Substantial,cessna,C152,1,0,0,0,1,1
4074,Substantial,cessna,C182,1,0,0,2,0,2
4075,Substantial,cessna,C152,1,0,0,0,1,1
4076,Destroyed,cessna,C182,1,1,0,0,0,1
4077,Substantial,cessna,C182,1,0,0,0,3,3
4078,Substantial,cessna,C182,1,0,0,0,2,2
4079,Destroyed,cessna,C172,1,1,0,0,0,1
4080,Substantial,cessna,C152,1,0,0,0,1,1
4081,Substantial,cessna,C152,1,0,0,1,0,1
4082,Substantial,cessna,C152,1,0,0,0,1,1
4083,Substantial,cessna,C182,1,0,0,0,1,1
4084,Substantial,cessna,C152,1,2,0,0,0,2
4085,Substantial,cessna,C172,1,0,0,0,1,1
4086,Substantial,cessna,C172,1,0,0,1,2,3
4087,Substantial,cessna,C150,1,0,0,0,1,1
4088,Destroyed,cessna,C182,1,0,0,0,3,3
4089,Substantial,cessna,C150,1,0,0,0,1,1
4090,Substantial,cessna,C150,1,0,0,0,1,1
4091,Substantial,cessna,C182,1,0,0,0,1,1
4092,Destroyed,cessna,C150,1,0,0,1,0,1
4093,Substantial,cessna,C172,1,0,0,0,1,1
4094,Substantial,cessna,C172,1,0,0,0,1,1
4095,Substantial,cessna,C152,1,0,0,0,1,1
4096,Substantial,cessna,C172,1,0,0,0,1,1
4097,Destroyed,cessna,C172,1,0,0,2,1,3
4098,Destroyed,cessna,C172,1,4,0,0,0,4
4099,Destroyed,cessna,C210,1,0,1,0,0,1
4100,Substantial,cessna,C172,1,0,1,1,1,3
4101,Substantial,cessna,C172,1,0,0,0,2,2
4102,Substantial,cessna,C172,1,0,0,0,1,1
4103,Substantial,cessna,C172,1,0,0,0,4,4
4104,Substantial,cessna,C172,1,0,0,0,4,4
4105,Substantial,cessna,C180,1,0,0,0,3,3
4106,Substantial,cessna,C152,1,0,0,0,1,1
4107,Substantial,cessna,C182,1,0,0,0,1,1
4108,Substantial,cessna,C152,1,0,0,0,1,1
4109,Substantial,cessna,C172,1,0,0,0,1,1
4110,Substantial,cessna,C150,1,0,0,0,2,2
4111,Destroyed,cessna,C172,1,2,0,0,0,2
4112,Destroyed,cessna,C182,1,2,0,0,0,2
4113,Substantial,cessna,C172,1,0,0,0,2,2
4114,Minor,cessna,C152,1,0,0,0,3,3
4115,Substantial,cessna,C210,1,0,0,0,1,1
4116,Substantial,cessna,C152,1,0,0,0,3,3
4117,Substantial,cessna,C172,1,0,0,0,2,2
4118,Substantial,cessna,C150,1,0,0,0,2,2
4119,Destroyed,cessna,C152,1,1,0,0,0,1
4120,Substantial,cessna,C172,1,0,0,0,1,1
4121,Substantial,cessna,C152,1,0,0,0,1,1
4122,Destroyed,cessna,C152,1,0,0,1,0,1
4123,Substantial,cessna,C150,1,0,0,0,1,1
4124,Substantial,cessna,C150,1,0,0,0,1,1
4125,Substantial,cessna,C152,1,0,0,0,1,1
4126,Substantial,cessna,C150,1,0,0,0,1,1
4127,Substantial,cessna,C210,1,0,0,0,3,3
4128,Substantial,cessna,C182,1,0,0,1,1,2
4129,Substantial,cessna,C150,1,0,0,0,1,1
4130,Substantial,cessna,C152,1,0,0,0,1,1
4131,Substantial,cessna,C182,1,0,0,0,3,3
4132,Substantial,cessna,C152,1,0,0,0,2,2
4133,Substantial,cessna,C150,1,0,0,0,1,1
4134,Substantial,cessna,C152,1,0,0,0,1,1
4135,Destroyed,cessna,C172,1,0,1,0,3,4
4136,Destroyed,cessna,C150,1,2,0,0,0,2
4137,Destroyed,cessna,C150,1,0,0,1,0,1
4138,Substantial,cessna,C172,1,0,0,0,2,2
4139,Substantial,cessna,C182,1,0,0,0,4,4
4140,Substantial,cessna,C182,1,0,1,1,0,2
4141,Substantial,cessna,C152,1,0,1,1,0,2
4142,Substantial,cessna,C150,1,0,0,0,1,1
4143,Substantial,cessna,C182,1,0,0,0,2,2
4144,Substantial,cessna,C150,1,0,0,0,1,1
4145,Destroyed,cessna,C182,1,0,2,1,0,3
4146,Destroyed,cessna,C150,1,0,0,2,0,2
4147,Destroyed,cessna,C150,1,1,0,0,0,1
4148,Substantial,cessna,C182,1,0,0,1,0,1
4149,Destroyed,cessna,C150,1,0,2,0,0,2
4150,Substantial,cessna,C150,1,0,0,0,1,1
4151,Substantial,cessna,C172,1,0,0,3,0,3
4152,Substantial,cessna,C172,1,0,0,0,2,2
4153,Destroyed,cessna,C150,1,0,1,0,0,1
4154,Substantial,cessna,C152,1,0,0,0,1,1
4155,Substantial,cessna,C152,1,0,0,0,1,1
4156,Substantial,cessna,C172,1,0,0,1,1,2
4157,Substantial,cessna,C182,1,0,0,0,3,3
4158,Substantial,cessna,C152,1,0,0,0,1,1
4159,Destroyed,cessna,C172,1,3,0,0,3,6
4160,Substantial,cessna,C172,1,0,0,0,3,3
4161,Substantial,cessna,C150,1,0,0,0,2,2
4162,Substantial,cessna,C150,1,0,0,0,2,2
4163,Substantial,cessna,C150,1,0,0,0,2,2
4164,Substantial,cessna,C152,1,0,0,0,2,2
4165,Substantial,cessna,C150,1,0,1,0,0,1
4166,Substantial,cessna,C180,1,0,0,0,1,1
4167,Substantial,cessna,C210,1,0,0,0,1,1
4168,Destroyed,cessna,C152,1,0,0,0,2,2
4169,Substantial,cessna,C172,1,0,0,0,4,4
4170,Substantial,cessna,C182,1,0,0,3,0,3
4171,Substantial,cessna,C180,1,0,0,0,1,1
4172,Substantial,cessna,C152,1,0,0,0,2,2
4173,Substantial,cessna,C210,1,0,0,0,1,1
4174,Substantial,cessna,C172,1,0,0,2,2,4
4175,Substantial,cessna,C172,1,0,0,2,0,2
4176,Substantial,cessna,C152,1,0,0,0,2,2
4177,Substantial,cessna,C150,1,0,0,0,2,2
4178,Destroyed,cessna,C152,1,0,0,2,0,2
4179,Substantial,cessna,C210,1,0,0,0,1,1
4180,Substantial,cessna,C172,1,0,0,0,3,3
4181,Substantial,cessna,C150,1,0,0,0,2,2
4182,Substantial,cessna,C150,1,0,0,1,0,1
4183,Substantial,cessna,C172,1,0,0,0,1,1
4184,Substantial,cessna,C182,1,0,0,0,2,2
4185,Substantial,cessna,C172,1,0,0,0,1,1
4186,Substantial,cessna,C152,1,0,0,2,0,2
4187,Substantial,cessna,C152,1,0,0,0,1,1
4188,Substantial,cessna,C172,1,0,0,0,3,3
4189,Destroyed,cessna,C172,1,1,0,0,0,1
4190,Substantial,cessna,C172,1,0,0,0,2,2
4191,Substantial,cessna,C150,1,0,1,0,0,1
4192,Substantial,cessna,C150,1,0,0,1,0,1
4193,Substantial,cessna,C152,1,0,0,0,2,2
4194,Substantial,cessna,C182,1,0,0,0,2,2
4195,Substantial,cessna,C172,1,0,0,0,4,4
4196,Substantial,cessna,C172,1,0,0,0,2,2
4197,Destroyed,cessna,C150,1,0,1,1,0,2
4198,Destroyed,cessna,C210,1,1,4,0,0,5
4199,Substantial,cessna,C172,1,0,0,0,1,1
4200,Substantial,cessna,C172,1,0,0,0,4,4
4201,Destroyed,cessna,C152,1,0,0,0,2,2
4202,Substantial,cessna,C210,1,0,0,0,2,2
4203,Destroyed,cessna,C180,1,0,0,0,2,2
4204,Substantial,cessna,C172,1,0,0,1,0,1
4205,Substantial,cessna,C150,1,0,0,1,0,1
4206,Substantial,cessna,C182,1,0,0,1,2,3
4207,Substantial,cessna,C172,1,0,0,0,2,2
4208,Substantial,cessna,C172,1,0,0,0,2,2
4209,Substantial,cessna,C152,1,0,0,0,2,2
4210,Substantial,cessna,C172,1,0,0,1,0,1
4211,Destroyed,cessna,C182,1,2,0,0,0,2
4212,Destroyed,cessna,C172,1,2,1,0,0,3
4213,Substantial,cessna,C150,1,0,0,0,1,1
4214,Substantial,cessna,C172,1,1,1,0,0,2
4215,Substantial,cessna,C152,1,0,0,2,0,2
4216,Substantial,cessna,C150,1,0,0,0,2,2
4217,Substantial,cessna,C150,1,0,1,1,0,2
4218,Substantial,cessna,C182,1,0,0,0,2,2
4219,Substantial,cessna,C172,1,0,0,0,1,1
4220,Substantial,cessna,C150,1,0,0,0,1,1
4221,Substantial,cessna,C172,1,0,1,0,0,1
4222,Substantial,cessna,C150,1,0,0,0,2,2
4223,Substantial,cessna,C150,1,0,0,0,1,1
4224,Substantial,cessna,C150,1,0,0,0,1,1
4225,Destroyed,cessna,C172,1,0,0,0,1,1
4226,Substantial,cessna,C172,1,0,0,0,1,1
4227,Substantial,cessna,C152,1,0,0,0,1,1
4228,Substantial,cessna,C152,1,0,0,0,1,1
4229,Destroyed,cessna,C182,1,4,0,0,0,4
4230,Substantial,cessna,C180,1,0,0,2,0,2
4231,Substantial,cessna,C180,1,0,0,1,3,4
4232,Substantial,cessna,C182,1,0,0,0,3,3
4233,Substantial,cessna,C172,1,0,0,1,0,1
4234,Substantial,cessna,C152,1,0,0,0,1,1
4235,Substantial,cessna,C152,1,0,0,0,1,1
4236,Substantial,cessna,C172,1,0,0,0,1,1
4237,Substantial,cessna,C182,1,0,0,1,0,1
4238,Substantial,cessna,C210,1,0,0,1,0,1
4239,Substantial,cessna,C152,1,0,0,0,2,2
4240,Substantial,cessna,C150,1,0,0,0,2,2
4241,Substantial,cessna,C182,1,0,0,0,2,2
4242,Substantial,cessna,C182,1,0,2,0,0,2
4243,Substantial,cessna,C182,1,0,0,0,2,2
4244,Destroyed,cessna,C150,1,2,0,0,0,2
4245,Substantial,cessna,C150,1,0,0,0,2,2
4246,Substantial,cessna,C172,1,0,0,0,1,1
4247,Substantial,cessna,C180,1,0,0,0,2,2
4248,Destroyed,cessna,C172,1,0,0,1,0,1
4249,Substantial,cessna,C150,1,0,0,0,2,2
4250,Substantial,cessna,C152,1,0,0,0,1,1
4251,Substantial,cessna,C172,1,0,0,0,2,2
4252,Substantial,cessna,C172,1,0,0,1,0,1
4253,Substantial,cessna,C172,1,0,0,2,0,2
4254,Substantial,cessna,C150,1,0,0,0,1,1
4255,Substantial,cessna,C152,1,0,2,0,0,2
4256,Substantial,cessna,C172,1,0,0,0,1,1
4257,Substantial,cessna,C172,1,0,0,0,1,1
4258,Substantial,cessna,C182,1,0,0,1,2,3
4259,Substantial,cessna,C172,1,0,1,0,1,2
4260,Destroyed,cessna,C180,1,5,0,0,0,5
4261,Destroyed,cessna,C152,1,1,0,0,0,1
4262,Substantial,cessna,C152,1,0,0,0,1,1
4263,Substantial,cessna,C172,1,0,0,2,2,4
4264,Destroyed,cessna,C172,1,0,2,0,0,2
4265,Substantial,cessna,C172,1,0,0,0,2,2
4266,Destroyed,cessna,C210,1,4,0,0,0,4
4267,Substantial,cessna,C150,1,0,0,0,1,1
4268,Substantial,cessna,C150,1,0,0,0,2,2
4269,Substantial,cessna,C152,1,0,0,0,1,1
4270,Destroyed,cessna,C172,1,1,0,0,0,1
4271,Substantial,cessna,C152,1,0,0,0,1,1
4272,Substantial,cessna,C152,1,0,0,0,1,1
4273,Substantial,cessna,C152,1,0,0,0,2,2
4274,Substantial,cessna,C182,1,0,0,0,2,2
4275,Substantial,cessna,C182,1,0,0,0,3,3
4276,Substantial,cessna,C210,1,1,0,0,0,1
4277,Substantial,cessna,C182,1,0,0,0,1,1
4278,Substantial,cessna,C150,1,0,0,0,2,2
4279,Substantial,cessna,C152,1,0,0,0,1,1
4280,Substantial,cessna,C172,1,0,0,0,1,1
4281,Substantial,cessna,C172,1,0,0,0,1,1
4282,Substantial,cessna,C152,1,0,0,0,1,1
4283,Substantial,cessna,C172,1,0,0,0,1,1
4284,Destroyed,cessna,C210,1,2,0,0,0,2
4285,Substantial,cessna,C152,1,0,0,0,1,1
4286,Substantial,cessna,C150,1,0,0,1,1,2
4287,Substantial,cessna,C152,1,0,0,0,2,2
4288,Destroyed,cessna,C152,1,0,1,1,0,2
4289,Substantial,cessna,C150,1,0,0,0,1,1
4290,Substantial,cessna,C182,1,0,0,0,1,1
4291,Substantial,cessna,C152,1,0,0,0,2,2
4292,Substantial,cessna,C182,1,0,0,0,1,1
4293,Destroyed,cessna,C182,1,1,0,0,0,1
4294,Destroyed,cessna,C182,1,0,0,0,3,3
4295,Destroyed,cessna,C182,1,0,0,3,1,4
4296,Destroyed,cessna,C150,1,2,0,0,0,2
4297,Substantial,cessna,C150,1,0,0,0,2,2
4298,Substantial,cessna,C172,1,0,0,0,2,2
4299,Substantial,cessna,C182,1,0,0,1,3,4
4300,Substantial,cessna,C172,1,0,0,1,0,1
4301,Substantial,cessna,C172,1,0,0,0,3,3
4302,Substantial,cessna,C152,1,0,0,0,2,2
4303,Substantial,cessna,C182,1,0,0,0,3,3
4304,Substantial,cessna,C150,1,0,0,0,1,1
4305,Substantial,cessna,C150,1,0,0,0,1,1
4306,Substantial,cessna,C182,1,0,0,0,4,4
4307,Destroyed,cessna,C150,1,0,0,0,1,1
4308,Substantial,cessna,C172,1,0,0,0,2,2
4309,Destroyed,cessna,C182,1,4,0,0,0,4
4310,Substantial,cessna,C172,1,0,0,0,2,2
4311,Destroyed,cessna,C172,1,4,0,0,0,4
4312,Substantial,cessna,C172,1,0,0,0,4,4
4313,Substantial,cessna,C172,1,0,0,2,0,2
4314,Substantial,cessna,C180,1,0,0,0,1,1
4315,Destroyed,cessna,C150,1,0,0,0,2,2
4316,Substantial,cessna,C182,1,0,0,0,1,1
4317,Substantial,cessna,C172,1,0,0,0,1,1
4318,Substantial,cessna,C150,1,0,0,0,1,1
4319,Destroyed,cessna,C150,1,1,0,0,0,1
4320,Substantial,cessna,C210,1,0,0,1,3,4
4321,Minor,cessna,C152,1,0,0,0,5,5
4322,Substantial,cessna,C150,1,1,0,0,0,1
4323,Substantial,cessna,C152,1,0,0,0,2,2
4324,Substantial,cessna,C172,1,0,0,0,1,1
4325,Substantial,cessna,C172,1,0,0,0,2,2
4326,Substantial,cessna,C150,1,0,0,0,1,1
4327,Destroyed,cessna,C172,1,0,1,0,0,1
4328,Destroyed,cessna,C210,1,0,0,2,0,2
4329,Substantial,cessna,C182,1,0,0,0,4,4
4330,Substantial,cessna,C172,1,0,0,0,4,4
4331,Destroyed,cessna,C150,1,0,1,0,0,1
4332,Substantial,cessna,C150,1,0,0,0,2,2
4333,Substantial,cessna,C172,1,0,1,2,0,3
4334,Destroyed,cessna,C182,1,3,0,0,0,3
4335,Destroyed,cessna,C172,1,2,2,0,0,4
4336,Substantial,cessna,C152,1,0,0,0,1,1
4337,Destroyed,cessna,C172,1,1,2,0,0,3
4338,Substantial,cessna,C150,1,0,0,1,1,2
4339,Substantial,cessna,C172,1,0,0,0,2,2
4340,Destroyed,cessna,C172,1,1,0,0,0,1
4341,Substantial,cessna,C182,1,0,0,0,1,1
4342,Substantial,cessna,C172,1,0,0,0,2,2
4343,Destroyed,cessna,C172,1,0,1,2,0,3
4344,Substantial,cessna,C182,1,0,0,0,3,3
4345,Substantial,cessna,C172,1,0,1,2,0,3
4346,Destroyed,cessna,C182,1,0,2,0,0,2
4347,Destroyed,cessna,C172,1,1,0,0,0,1
4348,Destroyed,cessna,C172,1,3,0,0,0,3
4349,Substantial,cessna,C152,1,0,0,0,1,1
4350,Substantial,cessna,C182,1,0,0,0,2,2
4351,Substantial,cessna,C172,1,0,0,0,1,1
4352,Destroyed,cessna,C150,1,0,0,0,1,1
4353,Destroyed,cessna,C172,1,0,0,0,2,2
4354,Substantial,cessna,C152,1,0,0,0,1,1
4355,Substantial,cessna,C172,1,0,0,0,1,1
4356,Substantial,cessna,C182,1,0,0,0,1,1
4357,Substantial,cessna,C180,1,0,0,1,0,1
4358,Substantial,cessna,C180,1,0,0,1,2,3
4359,Destroyed,cessna,C172,1,1,0,0,0,1
4360,Substantial,cessna,C152,1,0,0,0,1,1
4361,Substantial,cessna,C172,1,0,0,0,2,2
4362,Substantial,cessna,C150,1,1,0,0,0,1
4363,Destroyed,cessna,C180,1,0,0,2,0,2
