,aircraft.damage,make,model,number.of.engines,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,total.passengers
3341,Substantial,cessna,C172,1,0,0,0,3,3
3342,Substantial,cessna,C172,1,0,2,0,0,2
3343,Substantial,cessna,C152,1,0,0,0,1,1
3344,Substantial,cessna,C150,1,0,0,0,2,2
3345,Destroyed,cessna,C172,1,0,0,0,2,2
3346,Substantial,cessna,C150,1,0,0,0,1,1
3347,Substantial,cessna,C182,1,0,0,1,0,1
3348,Substantial,cessna,C172,1,0,0,0,1,1
3349,Substantial,cessna,C210,1,0,1,0,0,1
3350,Substantial,cessna,C172,1,0,0,0,2,2
3351,Substantial,cessna,C152,1,0,0,0,1,1
3352,Substantial,cessna,C180,1,0,0,0,2,2
3353,Substantial,cessna,C172,1,0,0,1,1,2
3354,Substantial,cessna,C152,1,0,0,0,1,1
3355,Substantial,cessna,C210,1,0,0,0,1,1
3356,Substantial,cessna,C150,1,0,0,1,0,1
3357,Substantial,cessna,C172,1,0,0,0,1,1
3358,Substantial,cessna,C172,1,0,0,0,1,1
3359,Substantial,cessna,C150,1,0,0,0,2,2
3360,Destroyed,cessna,C150,1,1,0,0,0,1
3361,Destroyed,cessna,C150,1,1,0,0,0,1
3362,Substantial,cessna,C152,1,0,0,0,1,1
3363,Substantial,cessna,C172,1,0,0,0,2,2
3364,Substantial,cessna,C150,1,0,1,0,1,2
3365,Destroyed,cessna,C172,1,4,0,0,0,4
3366,Substantial,cessna,C172,1,0,0,0,1,1
3367,Substantial,cessna,C150,1,0,1,0,0,1
3368,Substantial,cessna,C172,1,0,0,0,3,3
3369,Substantial,cessna,C182,1,0,0,0,2,2
3370,Substantial,cessna,C172,1,0,0,0,1,1
3371,Substantial,cessna,C210,1,0,0,2,0,2
3372,Substantial,cessna,C150,1,0,0,0,1,1
3373,Substantial,cessna,C150,1,0,0,0,1,1
3374,Substantial,cessna,C152,1,0,0,0,1,1
3375,Substantial,cessna,C172,1,0,0,0,1,1
3376,Substantial,cessna,C150,1,0,0,1,0,1
3377,Destroyed,cessna,C172,1,4,0,0,0,4
3378,Destroyed,cessna,C172,1,4,0,0,0,4
3379,Destroyed,cessna,C152,1,0,1,0,0,1
3380,Substantial,cessna,C150,1,0,1,0,0,1
3381,Substantial,cessna,C150,1,0,0,2,0,2
3382,Substantial,cessna,C172,1,0,1,3,0,4
3383,Destroyed,cessna,C172,1,0,1,3,0,4
3384,Substantial,cessna,C180,1,0,0,0,1,1
3385,Substantial,cessna,C152,1,0,0,0,1,1
3386,Substantial,cessna,C152,1,0,0,0,1,1
3387,Substantial,cessna,C182,1,0,0,0,4,4
3388,Substantial,cessna,C172,1,0,0,0,2,2
3389,Substantial,cessna,C172,1,0,0,0,1,1
3390,Substantial,cessna,C182,1,0,0,0,2,2
3391,Substantial,cessna,C182,1,0,2,0,0,2
3392,Substantial,cessna,C172,1,0,0,0,2,2
3393,Substantial,cessna,C172,1,0,0,0,1,1
3394,Substantial,cessna,C172,1,0,0,0,1,1
3395,Substantial,cessna,C152,1,0,0,0,2,2
3396,Substantial,cessna,C150,1,0,0,1,0,1
3397,Destroyed,cessna,C150,1,0,1,0,0,1
3398,Substantial,cessna,C150,1,0,0,1,0,1
3399,Substantial,cessna,C172,1,0,0,0,1,1
3400,Substantial,cessna,C172,1,4,0,2,0,6
3401,Destroyed,cessna,C150,1,0,1,1,0,2
3402,Substantial,cessna,C172,1,0,0,0,3,3
3403,Substantial,cessna,C150,1,0,0,0,1,1
3404,Destroyed,cessna,C150,1,0,0,1,0,1
3405,Substantial,cessna,C172,1,0,0,0,1,1
3406,Substantial,cessna,C150,1,0,0,1,2,3
3407,Substantial,cessna,C150,1,0,0,1,2,3
3408,Destroyed,cessna,C172,1,0,2,2,0,4
3409,Substantial,cessna,C150,1,0,0,0,2,2
3410,Destroyed,cessna,C150,1,1,0,0,0,1
3411,Substantial,cessna,C182,1,0,0,0,1,1
3412,Substantial,cessna,C150,1,0,0,0,1,1
3413,Substantial,cessna,C182,1,0,0,0,3,3
3414,Substantial,cessna,C150,1,0,0,0,2,2
3415,Substantial,cessna,C150,1,0,0,0,1,1
3416,Substantial,cessna,C150,1,0,0,1,0,1
3417,Substantial,cessna,C172,1,0,1,0,0,1
3418,Destroyed,cessna,C172,1,0,0,2,2,4
3419,Substantial,cessna,C172,1,0,0,0,1,1
3420,Substantial,cessna,C172,1,0,0,0,1,1
3421,Substantial,cessna,C172,1,0,0,0,1,1
3422,Substantial,cessna,C150,1,0,0,0,1,1
3423,Substantial,cessna,C172,1,0,0,0,4,4
3424,Substantial,cessna,C150,1,0,0,0,2,2
3425,Substantial,cessna,C172,1,0,0,0,1,1
3426,Substantial,cessna,C150,1,0,0,0,1,1
3427,Destroyed,cessna,C180,1,1,0,1,0,2
3428,Substantial,cessna,C150,1,1,0,0,0,1
3429,Substantial,cessna,C172,1,0,0,0,2,2
3430,Substantial,cessna,C182,1,0,0,0,1,1
3431,Substantial,cessna,C152,1,0,0,0,1,1
3432,Substantial,cessna,C182,1,0,2,0,0,2
3433,Destroyed,cessna,C172,1,0,4,0,0,4
3434,Substantial,cessna,C152,1,0,0,0,2,2
3435,Substantial,cessna,C152,1,0,0,0,1,1
3436,Substantial,cessna,C182,1,0,0,0,2,2
3437,Destroyed,cessna,C150,1,1,0,0,0,1
3438,Substantial,cessna,C172,1,0,0,2,0,2
3439,Substantial,cessna,C210,1,0,1,0,0,1
3440,Substantial,cessna,C172,1,0,0,0,1,1
3441,Substantial,cessna,C172,1,0,0,2,0,2
3442,Substantial,cessna,C182,1,0,0,0,4,4
3443,Destroyed,cessna,C150,1,0,2,0,0,2
3444,Substantial,cessna,C172,1,0,0,0,2,2
3445,Destroyed,cessna,C172,1,0,0,1,2,3
3446,Substantial,cessna,C182,1,0,0,1,1,2
3447,Destroyed,cessna,C152,1,0,0,1,0,1
3448,Substantial,cessna,C210,1,0,0,0,3,3
3449,Destroyed,cessna,C182,1,0,1,0,0,1
3450,Destroyed,cessna,C152,1,0,0,0,2,2
3451,Destroyed,cessna,C172,1,1,0,0,1,2
3452,Destroyed,cessna,C150,1,0,0,0,1,1
3453,Substantial,cessna,C172,1,0,0,1,0,1
3454,Substantial,cessna,C210,1,0,0,0,1,1
3455,Substantial,cessna,C172,1,0,0,0,1,1
3456,Substantial,cessna,C152,1,0,0,0,1,1
3457,Substantial,cessna,C182,1,0,0,0,1,1
3458,Substantial,cessna,C182,1,0,0,0,2,2
3459,Substantial,cessna,C172,1,0,0,0,1,1
3460,Destroyed,cessna,C152,1,0,2,0,0,2
3461,Substantial,cessna,C182,1,1,0,0,0,1
3462,Destroyed,cessna,C152,1,0,0,1,0,1
3463,Destroyed,cessna,C150,1,0,0,1,0,1
3464,Destroyed,cessna,C172,1,1,1,0,0,2
3465,Destroyed,cessna,C172,1,1,1,1,0,3
3466,Substantial,cessna,C152,1,0,0,0,1,1
3467,Substantial,cessna,C182,1,0,0,0,4,4
3468,Substantial,cessna,C172,1,0,0,0,4,4
3469,Substantial,cessna,C150,1,0,0,0,2,2
3470,Substantial,cessna,C172,1,0,0,1,1,2
3471,Substantial,cessna,C172,1,0,0,0,2,2
3472,Substantial,cessna,C210,1,0,0,0,2,2
3473,Substantial,cessna,C150,1,0,0,0,2,2
3474,Substantial,cessna,C150,1,0,0,2,0,2
3475,Substantial,cessna,C150,1,0,0,1,0,1
3476,Destroyed,cessna,C152,1,2,0,1,1,4
3477,Substantial,cessna,C172,1,0,0,0,1,1
3478,Destroyed,cessna,C152,1,0,0,0,1,1
3479,Substantial,cessna,C150,1,0,1,0,1,2
3480,Substantial,cessna,C150,1,0,0,0,1,1
3481,Destroyed,cessna,C210,1,3,0,0,0,3
3482,Substantial,cessna,C150,1,0,0,0,2,2
3483,Substantial,cessna,C180,1,1,1,0,0,2
3484,Substantial,cessna,C172,1,0,0,0,1,1
3485,Substantial,cessna,C172,1,0,0,0,3,3
3486,Destroyed,cessna,C172,1,0,4,0,0,4
3487,Substantial,cessna,C152,1,0,0,0,2,2
3488,Destroyed,cessna,C172,1,4,0,0,0,4
3489,Substantial,cessna,C172,1,0,0,0,2,2
3490,Substantial,cessna,C152,1,0,0,1,0,1
3491,Substantial,cessna,C182,1,0,0,0,2,2
3492,Destroyed,cessna,C172,1,0,0,0,2,2
3493,Substantial,cessna,C150,1,0,0,1,0,1
3494,Substantial,cessna,C150,1,0,0,0,1,1
3495,Substantial,cessna,C172,1,0,1,0,0,1
3496,Substantial,cessna,C182,1,0,0,0,2,2
3497,Substantial,cessna,C150,1,0,0,0,2,2
3498,Substantial,cessna,C152,1,0,0,0,2,2
3499,Destroyed,cessna,C150,1,0,0,0,2,2
3500,Substantial,cessna,C150,1,0,0,2,0,2
3501,Substantial,cessna,C150,1,0,0,0,1,1
3502,Destroyed,cessna,C210,1,3,0,0,0,3
3503,Substantial,cessna,C152,1,0,0,0,1,1
3504,Substantial,cessna,C172,1,0,0,0,1,1
3505,Substantial,cessna,C182,1,0,0,0,2,2
3506,Substantial,cessna,C152,1,0,0,1,0,1
3507,Substantial,cessna,C172,1,0,0,0,1,1
3508,Substantial,cessna,C150,1,0,0,0,1,1
3509,Substantial,cessna,C172,1,0,0,0,1,1
3510,Substantial,cessna,C180,1,0,0,1,0,1
3511,Substantial,cessna,C172,1,0,0,0,4,4
3512,Substantial,cessna,C152,1,0,0,0,2,2
3513,Substantial,cessna,C172,1,0,0,0,1,1
3514,Destroyed,cessna,C182,1,0,0,1,0,1
3515,Substantial,cessna,C180,1,0,0,0,1,1
3516,Substantial,cessna,C172,1,0,0,0,3,3
3517,Substantial,cessna,C172,1,0,0,0,1,1
3518,Substantial,cessna,C150,1,0,0,2,0,2
3519,Substantial,cessna,C172,1,0,0,0,2,2
3520,Destroyed,cessna,C150,1,0,2,0,0,2
3521,Substantial,cessna,C150,1,0,0,0,1,1
3522,Destroyed,cessna,C172,1,0,0,0,2,2
3523,Substantial,cessna,C172,1,0,0,0,2,2
3524,Substantial,cessna,C182,1,0,0,0,2,2
3525,Substantial,cessna,C180,1,0,0,0,1,1
3526,Substantial,cessna,C152,1,0,0,0,2,2
3527,Substantial,cessna,C152,1,0,0,0,1,1
3528,Substantial,cessna,C172,1,0,0,1,1,2
3529,Substantial,cessna,C172,1,0,0,2,0,2
3530,Destroyed,cessna,C152,1,0,0,0,1,1
3531,Substantial,cessna,C172,1,0,0,1,1,2
3532,Substantial,cessna,C172,1,0,0,0,3,3
3533,Substantial,cessna,C182,1,0,0,0,1,1
3534,Substantial,cessna,C150,2,0,0,0,2,2
3535,Substantial,cessna,C180,1,0,0,0,1,1
3536,Destroyed,cessna,C172,1,2,0,0,0,2
3537,Substantial,cessna,C152,1,0,0,1,1,2
3538,Substantial,cessna,C152,1,0,0,0,2,2
3539,Destroyed,cessna,C152,1,0,0,2,0,2
3540,Destroyed,cessna,C150,1,0,0,2,0,2
3541,Destroyed,cessna,C152,1,2,0,0,0,2
3542,Destroyed,cessna,C150,1,1,1,0,0,2
3543,Substantial,cessna,C180,1,0,0,0,2,2
3544,Substantial,cessna,C172,1,0,0,0,1,1
3545,Substantial,cessna,C172,1,0,0,2,0,2
3546,Substantial,cessna,C172,1,0,0,0,2,2
3547,Substantial,cessna,C150,1,0,0,0,1,1
3548,Substantial,cessna,C180,1,0,0,0,4,4
3549,Substantial,cessna,C150,1,0,0,0,1,1
3550,Substantial,cessna,C182,1,0,0,0,1,1
3551,Substantial,cessna,C210,1,0,0,3,0,3
3552,Substantial,cessna,C172,1,0,0,0,2,2
3553,Substantial,cessna,C152,1,0,0,2,0,2
3554,Substantial,cessna,C152,1,0,0,0,1,1
3555,Destroyed,cessna,C182,1,4,0,0,0,4
3556,Destroyed,cessna,C152,1,0,0,0,2,2
3557,Substantial,cessna,C152,1,0,0,0,1,1
3558,Substantial,cessna,C150,1,0,0,1,1,2
3559,Substantial,cessna,C182,1,0,0,0,1,1
3560,Substantial,cessna,C182,1,0,0,0,1,1
3561,Substantial,cessna,C180,1,0,0,0,4,4
3562,Substantial,cessna,C150,1,0,0,0,2,2
3563,Substantial,cessna,C150,1,0,0,0,2,2
3564,Substantial,cessna,C150,1,0,0,1,0,1
3565,Substantial,cessna,C180,1,0,0,0,2,2
3566,Substantial,cessna,C152,1,0,0,0,1,1
3567,Substantial,cessna,C172,1,0,0,1,1,2
3568,Substantial,cessna,C172,1,0,0,0,2,2
3569,Substantial,cessna,C180,1,0,0,1,2,3
3570,Destroyed,cessna,C150,1,0,1,2,0,3
3571,Substantial,cessna,C172,1,0,0,0,4,4
3572,Substantial,cessna,C172,1,0,0,2,0,2
3573,Substantial,cessna,C152,1,0,0,0,1,1
3574,Destroyed,cessna,C172,1,5,0,0,0,5
3575,Destroyed,cessna,C150,1,1,0,0,0,1
3576,Substantial,cessna,C182,1,0,0,0,1,1
3577,Substantial,cessna,C152,1,0,0,0,1,1
3578,Substantial,cessna,C150,1,0,0,0,2,2
3579,Substantial,cessna,C172,1,0,0,0,1,1
3580,Destroyed,cessna,C172,1,0,0,2,0,2
3581,Substantial,cessna,C152,1,0,0,1,0,1
3582,Destroyed,cessna,C152,1,2,0,0,0,2
3583,Substantial,cessna,C150,1,0,0,0,2,2
3584,Substantial,cessna,C150,1,0,0,0,1,1
3585,Substantial,cessna,C182,1,0,0,0,2,2
3586,Substantial,cessna,C172,1,0,1,0,0,1
3587,Substantial,cessna,C150,1,0,0,0,1,1
3588,Substantial,cessna,C180,1,0,0,0,1,1
3589,Destroyed,cessna,C210,1,6,0,0,0,6
3590,Destroyed,cessna,C152,1,0,2,0,0,2
3591,Substantial,cessna,C150,1,0,0,0,2,2
3592,Substantial,cessna,C182,1,0,0,2,0,2
3593,Substantial,cessna,C182,1,0,0,0,2,2
3594,Substantial,cessna,C152,1,0,0,0,1,1
3595,Destroyed,cessna,C172,1,0,0,1,0,1
3596,Substantial,cessna,C172,1,0,1,0,1,2
3597,Destroyed,cessna,C172,1,0,0,0,2,2
3598,Destroyed,cessna,C172,1,0,0,0,2,2
3599,Substantial,cessna,C152,1,0,0,0,1,1
3600,Substantial,cessna,C172,1,0,0,0,2,2
3601,Destroyed,cessna,C172,1,2,2,0,0,4
3602,Substantial,cessna,C180,1,0,0,0,5,5
3603,Substantial,cessna,C150,1,0,2,0,0,2
3604,Substantial,cessna,C150,1,0,0,0,2,2
3605,Substantial,cessna,C150,1,0,0,0,1,1
3606,Destroyed,cessna,C150,1,1,0,0,0,1
3607,Destroyed,cessna,C150,1,0,0,1,0,1
3608,Substantial,cessna,C172,1,0,0,0,4,4
3609,Substantial,cessna,C172,1,0,0,0,1,1
3610,Substantial,cessna,C152,1,0,0,0,1,1
3611,Substantial,cessna,C172,1,0,0,0,2,2
3612,Substantial,cessna,C182,1,0,0,1,1,2
3613,Substantial,cessna,C152,1,0,0,0,1,1
3614,Substantial,cessna,C150,1,0,1,1,0,2
3615,Destroyed,cessna,C172,1,2,0,0,0,2
3616,Substantial,cessna,C182,1,0,0,3,1,4
3617,Substantial,cessna,C172,1,0,0,0,1,1
3618,Substantial,cessna,C210,1,0,0,0,3,3
3619,Substantial,cessna,C172,1,0,0,1,0,1
3620,Substantial,cessna,C150,1,0,0,1,0,1
3621,Substantial,cessna,C150,1,0,0,1,0,1
3622,Minor,cessna,C180,1,0,0,0,3,3
3623,Substantial,cessna,C152,1,0,0,0,3,3
3624,Destroyed,cessna,C150,1,0,2,0,0,2
3625,Substantial,cessna,C210,1,0,0,0,5,5
3626,Substantial,cessna,C210,1,0,0,0,2,2
3627,Destroyed,cessna,C150,1,0,0,2,0,2
3628,Substantial,cessna,C152,1,0,0,0,1,1
3629,Substantial,cessna,C152,1,0,0,1,0,1
3630,Substantial,cessna,C172,1,0,0,0,2,2
3631,Substantial,cessna,C210,1,0,0,0,4,4
3632,Destroyed,cessna,C210,1,0,0,3,0,3
3633,Substantial,cessna,C152,1,0,0,2,0,2
3634,Destroyed,cessna,C172,1,1,1,0,0,2
3635,Substantial,cessna,C172,1,0,0,0,2,2
3636,Substantial,cessna,C150,1,0,0,0,2,2
3637,Destroyed,cessna,C210,1,0,2,0,1,3
3638,Substantial,cessna,C210,1,0,1,5,0,6
3639,Destroyed,cessna,C182,1,0,0,0,1,1
3640,Substantial,cessna,C182,1,0,0,0,2,2
3641,Substantial,cessna,C152,1,0,0,0,2,2
3642,Substantial,cessna,C172,1,0,0,0,1,1
3643,Destroyed,cessna,C182,1,0,2,0,0,2
3644,Substantial,cessna,C210,1,0,0,1,0,1
3645,Substantial,cessna,C210,1,0,0,0,1,1
3646,Substantial,cessna,C210,1,0,0,1,3,4
3647,Destroyed,cessna,C182,1,0,1,1,0,2
3648,Destroyed,cessna,C172,1,2,2,0,0,4
3649,Destroyed,cessna,C172,1,0,0,2,0,2
3650,Substantial,cessna,C182,1,0,0,0,2,2
3651,Substantial,cessna,C172,1,0,0,0,1,1
3652,Substantial,cessna,C150,1,0,0,1,0,1
3653,Minor,cessna,C172,1,1,0,0,0,1
3654,Substantial,cessna,C210,1,0,1,0,0,1
3655,Substantial,cessna,C150,1,0,0,0,1,1
3656,Substantial,cessna,C150,1,0,0,0,2,2
3657,Substantial,cessna,C182,1,0,0,0,4,4
3658,Destroyed,cessna,C152,1,0,0,0,1,1
3659,Destroyed,cessna,C152,1,1,1,0,1,3
3660,Substantial,cessna,C172,1,0,0,0,2,2
3661,Substantial,cessna,C172,1,0,0,2,1,3
3662,Substantial,cessna,C172,1,0,0,0,2,2
3663,Substantial,cessna,C172,1,0,0,0,1,1
3664,Substantial,cessna,C150,1,0,0,0,1,1
3665,Substantial,cessna,C182,1,0,0,0,3,3
3666,Destroyed,cessna,C182,1,2,3,0,0,5
3667,Destroyed,cessna,C182,1,0,0,0,1,1
3668,Substantial,cessna,C182,1,0,0,0,4,4
3669,Substantial,cessna,C172,1,0,0,0,3,3
3670,Destroyed,cessna,C180,1,1,0,0,0,1
3671,Destroyed,cessna,C150,1,0,1,0,0,1
3672,Destroyed,cessna,C152,1,1,0,0,0,1
3673,Destroyed,cessna,C150,1,0,0,2,0,2
3674,Substantial,cessna,C152,1,0,0,0,2,2
3675,Substantial,cessna,C172,1,0,0,0,4,4
3676,Substantial,cessna,C172,1,0,0,0,4,4
3677,Substantial,cessna,C172,1,0,0,0,1,1
3678,Destroyed,cessna,C182,1,4,0,0,0,4
3679,Substantial,cessna,C152,1,0,0,0,1,1
3680,Substantial,cessna,C150,1,0,0,0,2,2
3681,Substantial,cessna,C152,1,0,0,1,0,1
3682,Substantial,cessna,C150,1,0,0,0,1,1
3683,Substantial,cessna,C150,1,0,0,0,1,1
3684,Substantial,cessna,C172,1,0,0,0,3,3
3685,Substantial,cessna,C150,1,0,0,0,1,1
3686,Substantial,cessna,C172,1,0,0,1,1,2
3687,Substantial,cessna,C152,1,0,0,0,2,2
3688,Substantial,cessna,C172,1,0,0,2,0,2
3689,Substantial,cessna,C172,1,0,0,0,4,4
3690,Substantial,cessna,C150,1,0,0,0,1,1
3691,Substantial,cessna,C152,1,0,0,0,1,1
3692,Destroyed,cessna,C150,1,2,0,0,0,2
3693,Substantial,cessna,C182,1,0,0,1,0,1
3694,Destroyed,cessna,C172,1,0,0,0,3,3
3695,Substantial,cessna,C172,1,0,0,0,2,2
3696,Substantial,cessna,C150,1,0,0,1,0,1
3697,Substantial,cessna,C172,1,0,0,0,4,4
3698,Substantial,cessna,C172,1,0,0,0,4,4
3699,Substantial,cessna,C210,1,0,1,2,1,4
3700,Substantial,cessna,C152,1,0,0,0,1,1
3701,Destroyed,cessna,C182,1,1,0,0,0,1
3702,Substantial,cessna,C152,1,0,0,0,1,1
3703,Destroyed,cessna,C172,1,1,0,0,0,1
3704,Substantial,cessna,C150,1,0,0,0,1,1
3705,Substantial,cessna,C152,1,0,0,2,0,2
3706,Substantial,cessna,C182,1,0,0,2,0,2
3707,Destroyed,cessna,C182,1,2,0,0,0,2
3708,Destroyed,cessna,C172,1,2,0,0,0,2
3709,Destroyed,cessna,C150,1,2,0,0,0,2
3710,Substantial,cessna,C150,1,0,0,0,1,1
3711,Substantial,cessna,C172,1,0,0,0,1,1
3712,Substantial,cessna,C150,1,0,0,0,1,1
3713,Substantial,cessna,C210,1,0,0,0,3,3
3714,Destroyed,cessna,C180,1,0,0,0,1,1
3715,Destroyed,cessna,C152,1,2,0,0,0,2
3716,Destroyed,cessna,C172,1,2,0,0,0,2
3717,Substantial,cessna,C152,1,0,0,2,0,2
3718,Substantial,cessna,C152,1,1,0,0,0,1
3719,Substantial,cessna,C172,1,0,0,0,1,1
3720,Substantial,cessna,C150,1,0,0,1,0,1
3721,Substantial,cessna,C182,1,0,0,1,0,1
3722,Destroyed,cessna,C152,1,2,0,0,0,2
3723,Substantial,cessna,C172,1,0,0,0,1,1
3724,Substantial,cessna,C150,1,0,0,0,2,2
3725,Substantial,cessna,C150,1,0,0,0,2,2
3726,Substantial,cessna,C172,1,0,0,0,1,1
3727,Substantial,cessna,C152,1,0,0,0,1,1
3728,Destroyed,cessna,C172,1,0,1,0,3,4
3729,Substantial,cessna,C180,1,0,0,0,3,3
3730,Destroyed,cessna,C150,1,0,1,0,0,1
3731,Destroyed,cessna,C150,1,2,0,0,0,2
3732,Destroyed,cessna,C182,1,3,0,0,0,3
3733,Substantial,cessna,C150,1,0,0,0,1,1
3734,Substantial,cessna,C152,1,0,0,0,1,1
3735,Substantial,cessna,C182,1,0,0,2,0,2
3736,Substantial,cessna,C150,1,0,0,0,1,1
3737,Substantial,cessna,C150,1,0,0,0,1,1
3738,Substantial,cessna,C172,1,0,0,1,1,2
3739,Substantial,cessna,C152,1,0,0,1,0,1
3740,Substantial,cessna,C210,1,0,0,0,2,2
3741,Substantial,cessna,C152,1,0,0,0,1,1
3742,Substantial,cessna,C172,1,0,0,0,1,1
3743,Substantial,cessna,C182,1,0,0,0,2,2
3744,Destroyed,cessna,C150,1,0,0,1,0,1
3745,Substantial,cessna,C182,1,0,0,0,1,1
3746,Destroyed,cessna,C172,1,1,0,0,0,1
3747,Destroyed,cessna,C150,1,0,0,2,0,2
3748,Substantial,cessna,C210,1,0,0,0,2,2
3749,Destroyed,cessna,C182,1,2,2,0,0,4
3750,Destroyed,cessna,C172,1,2,0,0,0,2
3751,Substantial,cessna,C152,1,0,1,0,0,1
3752,Substantial,cessna,C152,1,0,0,0,1,1
3753,Substantial,cessna,C150,1,0,0,1,0,1
3754,Destroyed,cessna,C172,1,1,0,0,0,1
3755,Substantial,cessna,C172,1,0,0,1,0,1
3756,Substantial,cessna,C172,1,0,2,1,0,3
3757,Substantial,cessna,C152,1,0,0,0,1,1
3758,Substantial,cessna,C210,1,0,0,0,1,1
3759,Destroyed,cessna,C152,1,2,0,0,0,2
3760,Substantial,cessna,C152,1,0,0,0,1,1
3761,Destroyed,cessna,C152,1,2,0,0,0,2
3762,Substantial,cessna,C180,1,0,0,0,1,1
3763,Substantial,cessna,C182,1,0,1,1,0,2
3764,Substantial,cessna,C172,1,0,0,0,1,1
3765,Substantial,cessna,C150,1,0,0,0,2,2
3766,Substantial,cessna,C172,1,0,1,2,0,3
3767,Substantial,cessna,C172,1,0,0,0,1,1
3768,Destroyed,cessna,C172,1,0,4,0,0,4
3769,Substantial,cessna,C182,1,0,0,0,2,2
3770,Substantial,cessna,C152,1,0,1,0,4,5
3771,Substantial,cessna,C152,1,0,0,0,1,1
3772,Substantial,cessna,C152,1,0,0,1,0,1
3773,Substantial,cessna,C182,1,0,0,0,2,2
3774,Substantial,cessna,C210,1,0,1,0,0,1
3775,Substantial,cessna,C150,1,0,0,0,2,2
3776,Destroyed,cessna,C172,1,3,0,0,0,3
3777,Destroyed,cessna,C150,1,1,0,0,0,1
3778,Substantial,cessna,C152,1,0,0,1,0,1
3779,Substantial,cessna,C150,1,0,0,0,1,1
3780,Substantial,cessna,C150,1,0,0,0,2,2
3781,Destroyed,cessna,C152,1,2,0,0,0,2
3782,Destroyed,cessna,C172,1,0,0,0,2,2
3783,Destroyed,cessna,C172,1,0,0,0,2,2
3784,Destroyed,cessna,C182,1,1,0,0,0,1
3785,Destroyed,cessna,C210,1,1,1,0,0,2
3786,Substantial,cessna,C182,1,0,0,0,1,1
3787,Substantial,cessna,C150,1,0,0,0,1,1
3788,Destroyed,cessna,C152,1,0,0,0,2,2
3789,Substantial,cessna,C182,1,0,0,0,1,1
3790,Substantial,cessna,C152,1,0,0,0,2,2
3791,Substantial,cessna,C152,1,0,0,0,1,1
3792,Substantial,cessna,C152,1,0,0,0,2,2
3793,Substantial,cessna,C172,1,0,0,2,1,3
3794,Minor,cessna,C182,1,0,1,0,0,1
3795,Substantial,cessna,C150,1,0,0,0,1,1
3796,Destroyed,cessna,C150,1,0,0,0,1,1
3797,Destroyed,cessna,C182,1,1,1,0,0,2
3798,Destroyed,cessna,C150,1,2,0,0,0,2
3799,Destroyed,cessna,C172,1,0,2,0,0,2
3800,Substantial,cessna,C210,1,2,0,0,0,2
3801,Destroyed,cessna,C152,1,0,1,0,0,1
3802,Substantial,cessna,C210,1,0,0,0,2,2
3803,Substantial,cessna,C150,1,0,0,0,1,1
3804,Substantial,cessna,C150,1,0,0,0,1,1
3805,Substantial,cessna,C172,1,0,0,1,3,4
3806,Destroyed,cessna,C210,1,1,0,0,0,1
3807,Substantial,cessna,C152,1,0,0,0,2,2
3808,Substantial,cessna,C152,1,0,0,0,2,2
3809,Substantial,cessna,C182,1,0,1,0,1,2
3810,Destroyed,cessna,C180,1,2,0,0,0,2
3811,Substantial,cessna,C172,1,0,0,0,2,2
3812,Substantial,cessna,C180,1,1,0,0,1,2
3813,Destroyed,cessna,C150,1,0,0,1,0,1
3814,Substantial,cessna,C150,1,0,0,0,1,1
3815,Substantial,cessna,C150,1,0,0,0,1,1
3816,Substantial,cessna,C152,1,0,0,0,1,1
3817,Substantial,cessna,C172,1,0,0,1,3,4
3818,Substantial,cessna,C150,1,0,0,0,1,1
3819,Substantial,cessna,C182,1,0,0,0,2,2
3820,Destroyed,cessna,C172,1,0,0,2,0,2
3821,Destroyed,cessna,C172,1,3,0,0,0,3
3822,Destroyed,cessna,C150,1,0,1,1,0,2
3823,Substantial,cessna,C150,1,0,0,0,1,1
3824,Substantial,cessna,C172,1,0,0,0,4,4
3825,Destroyed,cessna,C182,1,2,0,0,0,2
3826,Substantial,cessna,C152,1,0,0,0,2,2
3827,Substantial,cessna,C152,1,0,0,0,1,1
3828,Destroyed,cessna,C152,1,0,0,1,0,1
3829,Destroyed,cessna,C210,1,0,0,1,0,1
3830,Substantial,cessna,C152,1,0,2,0,0,2
3831,Destroyed,cessna,C152,1,1,0,0,0,1
3832,Destroyed,cessna,C150,1,0,0,0,2,2
3833,Substantial,cessna,C150,1,0,0,0,1,1
3834,Substantial,cessna,C150,1,0,0,1,0,1
3835,Substantial,cessna,C182,1,0,0,0,2,2
3836,Substantial,cessna,C210,1,0,1,1,0,2
3837,Destroyed,cessna,C150,1,0,0,2,0,2
3838,Substantial,cessna,C152,1,0,0,1,1,2
3839,Substantial,cessna,C152,1,0,0,0,2,2
3840,Substantial,cessna,C180,1,0,0,0,2,2
3841,Substantial,cessna,C182,1,0,1,0,0,1
3842,Destroyed,cessna,C172,1,2,1,0,0,3
3843,Substantial,cessna,C172,1,0,0,0,1,1
3844,Substantial,cessna,C210,1,0,0,0,1,1
3845,Substantial,cessna,C152,1,0,0,0,1,1
3846,Destroyed,cessna,C182,1,1,0,0,0,1
3847,Substantial,cessna,C150,1,0,0,0,1,1
3848,Destroyed,cessna,C172,1,0,1,0,0,1
3849,Substantial,cessna,C172,1,0,0,2,0,2
3850,Destroyed,cessna,C172,1,1,0,0,0,1
3851,Substantial,cessna,C172,1,0,0,0,4,4
